@relation Illicium
@attribute filename string
@attribute class {Fruit_Illicium_Parviflorum,Fruit_Illicium_Anisatum,Fruit_Illicium_Verum}
@data
parviflorum0.jpg,Fruit_Illicium_Parviflorum
parviflorum1.jpg,Fruit_Illicium_Parviflorum
parviflorum2.jpg,Fruit_Illicium_Parviflorum
parviflorum3.jpg,Fruit_Illicium_Parviflorum
parviflorum4.jpg,Fruit_Illicium_Parviflorum
parviflorum5.jpg,Fruit_Illicium_Parviflorum
parviflorum6.jpg,Fruit_Illicium_Parviflorum
parviflorum7.jpg,Fruit_Illicium_Parviflorum
parviflorum8.jpg,Fruit_Illicium_Parviflorum
parviflorum9.jpg,Fruit_Illicium_Parviflorum
parviflorum10.jpg,Fruit_Illicium_Parviflorum
parviflorum11.jpg,Fruit_Illicium_Parviflorum
parviflorum12.jpg,Fruit_Illicium_Parviflorum
parviflorum13.jpg,Fruit_Illicium_Parviflorum
parviflorum14.jpg,Fruit_Illicium_Parviflorum
parviflorum15.jpg,Fruit_Illicium_Parviflorum
parviflorum16.jpg,Fruit_Illicium_Parviflorum
parviflorum17.jpg,Fruit_Illicium_Parviflorum
parviflorum18.jpg,Fruit_Illicium_Parviflorum
parviflorum19.jpg,Fruit_Illicium_Parviflorum
parviflorum20.jpg,Fruit_Illicium_Parviflorum
parviflorum21.jpg,Fruit_Illicium_Parviflorum
parviflorum22.jpg,Fruit_Illicium_Parviflorum
parviflorum23.jpg,Fruit_Illicium_Parviflorum
parviflorum24.jpg,Fruit_Illicium_Parviflorum
parviflorum25.jpg,Fruit_Illicium_Parviflorum
parviflorum26.jpg,Fruit_Illicium_Parviflorum
parviflorum27.jpg,Fruit_Illicium_Parviflorum
parviflorum28.jpg,Fruit_Illicium_Parviflorum
parviflorum29.jpg,Fruit_Illicium_Parviflorum
parviflorum30.jpg,Fruit_Illicium_Parviflorum
parviflorum31.jpg,Fruit_Illicium_Parviflorum
parviflorum32.jpg,Fruit_Illicium_Parviflorum
parviflorum33.jpg,Fruit_Illicium_Parviflorum
parviflorum34.jpg,Fruit_Illicium_Parviflorum
parviflorum35.jpg,Fruit_Illicium_Parviflorum
parviflorum36.jpg,Fruit_Illicium_Parviflorum
parviflorum37.jpg,Fruit_Illicium_Parviflorum
parviflorum38.jpg,Fruit_Illicium_Parviflorum
parviflorum39.jpg,Fruit_Illicium_Parviflorum
parviflorum40.jpg,Fruit_Illicium_Parviflorum
parviflorum41.jpg,Fruit_Illicium_Parviflorum
parviflorum42.jpg,Fruit_Illicium_Parviflorum
parviflorum43.jpg,Fruit_Illicium_Parviflorum
parviflorum44.jpg,Fruit_Illicium_Parviflorum
parviflorum45.jpg,Fruit_Illicium_Parviflorum
parviflorum46.jpg,Fruit_Illicium_Parviflorum
parviflorum47.jpg,Fruit_Illicium_Parviflorum
parviflorum48.jpg,Fruit_Illicium_Parviflorum
parviflorum49.jpg,Fruit_Illicium_Parviflorum
parviflorum50.jpg,Fruit_Illicium_Parviflorum
parviflorum51.jpg,Fruit_Illicium_Parviflorum
parviflorum52.jpg,Fruit_Illicium_Parviflorum
parviflorum53.jpg,Fruit_Illicium_Parviflorum
parviflorum54.jpg,Fruit_Illicium_Parviflorum
parviflorum55.jpg,Fruit_Illicium_Parviflorum
parviflorum56.jpg,Fruit_Illicium_Parviflorum
parviflorum57.jpg,Fruit_Illicium_Parviflorum
parviflorum58.jpg,Fruit_Illicium_Parviflorum
parviflorum59.jpg,Fruit_Illicium_Parviflorum
parviflorum60.jpg,Fruit_Illicium_Parviflorum
parviflorum61.jpg,Fruit_Illicium_Parviflorum
parviflorum62.jpg,Fruit_Illicium_Parviflorum
parviflorum63.jpg,Fruit_Illicium_Parviflorum
parviflorum64.jpg,Fruit_Illicium_Parviflorum
parviflorum65.jpg,Fruit_Illicium_Parviflorum
parviflorum66.jpg,Fruit_Illicium_Parviflorum
parviflorum67.jpg,Fruit_Illicium_Parviflorum
parviflorum68.jpg,Fruit_Illicium_Parviflorum
parviflorum69.jpg,Fruit_Illicium_Parviflorum
parviflorum70.jpg,Fruit_Illicium_Parviflorum
parviflorum71.jpg,Fruit_Illicium_Parviflorum
parviflorum72.jpg,Fruit_Illicium_Parviflorum
parviflorum73.jpg,Fruit_Illicium_Parviflorum
parviflorum74.jpg,Fruit_Illicium_Parviflorum
parviflorum75.jpg,Fruit_Illicium_Parviflorum
parviflorum76.jpg,Fruit_Illicium_Parviflorum
parviflorum77.jpg,Fruit_Illicium_Parviflorum
parviflorum78.jpg,Fruit_Illicium_Parviflorum
parviflorum79.jpg,Fruit_Illicium_Parviflorum
parviflorum80.jpg,Fruit_Illicium_Parviflorum
parviflorum81.jpg,Fruit_Illicium_Parviflorum
parviflorum82.jpg,Fruit_Illicium_Parviflorum
parviflorum83.jpg,Fruit_Illicium_Parviflorum
parviflorum84.jpg,Fruit_Illicium_Parviflorum
parviflorum85.jpg,Fruit_Illicium_Parviflorum
parviflorum86.jpg,Fruit_Illicium_Parviflorum
parviflorum87.jpg,Fruit_Illicium_Parviflorum
parviflorum88.jpg,Fruit_Illicium_Parviflorum
parviflorum89.jpg,Fruit_Illicium_Parviflorum
parviflorum90.jpg,Fruit_Illicium_Parviflorum
parviflorum91.jpg,Fruit_Illicium_Parviflorum
parviflorum92.jpg,Fruit_Illicium_Parviflorum
parviflorum93.jpg,Fruit_Illicium_Parviflorum
parviflorum94.jpg,Fruit_Illicium_Parviflorum
parviflorum95.jpg,Fruit_Illicium_Parviflorum
parviflorum96.jpg,Fruit_Illicium_Parviflorum
parviflorum97.jpg,Fruit_Illicium_Parviflorum
parviflorum98.jpg,Fruit_Illicium_Parviflorum
parviflorum99.jpg,Fruit_Illicium_Parviflorum
parviflorum100.jpg,Fruit_Illicium_Parviflorum
parviflorum101.jpg,Fruit_Illicium_Parviflorum
parviflorum102.jpg,Fruit_Illicium_Parviflorum
parviflorum103.jpg,Fruit_Illicium_Parviflorum
parviflorum104.jpg,Fruit_Illicium_Parviflorum
parviflorum105.jpg,Fruit_Illicium_Parviflorum
parviflorum106.jpg,Fruit_Illicium_Parviflorum
parviflorum107.jpg,Fruit_Illicium_Parviflorum
parviflorum108.jpg,Fruit_Illicium_Parviflorum
parviflorum109.jpg,Fruit_Illicium_Parviflorum
parviflorum110.jpg,Fruit_Illicium_Parviflorum
parviflorum111.jpg,Fruit_Illicium_Parviflorum
parviflorum112.jpg,Fruit_Illicium_Parviflorum
parviflorum113.jpg,Fruit_Illicium_Parviflorum
parviflorum114.jpg,Fruit_Illicium_Parviflorum
parviflorum115.jpg,Fruit_Illicium_Parviflorum
parviflorum116.jpg,Fruit_Illicium_Parviflorum
parviflorum117.jpg,Fruit_Illicium_Parviflorum
parviflorum118.jpg,Fruit_Illicium_Parviflorum
parviflorum119.jpg,Fruit_Illicium_Parviflorum
parviflorum120.jpg,Fruit_Illicium_Parviflorum
parviflorum121.jpg,Fruit_Illicium_Parviflorum
parviflorum122.jpg,Fruit_Illicium_Parviflorum
parviflorum123.jpg,Fruit_Illicium_Parviflorum
parviflorum124.jpg,Fruit_Illicium_Parviflorum
parviflorum125.jpg,Fruit_Illicium_Parviflorum
parviflorum126.jpg,Fruit_Illicium_Parviflorum
parviflorum127.jpg,Fruit_Illicium_Parviflorum
parviflorum128.jpg,Fruit_Illicium_Parviflorum
parviflorum129.jpg,Fruit_Illicium_Parviflorum
parviflorum130.jpg,Fruit_Illicium_Parviflorum
parviflorum131.jpg,Fruit_Illicium_Parviflorum
